Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
949,2021-07-01,2021-07-01 19:03,,Rental Income,0.00,3688.31,977788.54
950,2021-07-01,2021-07-01 07:31,,Fuel,44.18,0.00,977744.36
951,2021-07-01,2021-07-01 05:19,,Groceries - Online Delivery,101.27,0.00,977643.09
952,2021-07-02,2021-07-02 02:27,,Groceries - Online Delivery,140.38,0.00,977502.71
953,2021-07-02,2021-07-02 18:56,,Coffee Shop,10.13,0.00,977492.58
954,2021-07-02,2021-07-02 22:42,,Rental Income,0.00,2632.08,980124.66
955,2021-07-03,2021-07-03 20:21,,Investment Returns - Crypto,0.00,3627.87,983752.53
956,2021-07-04,2021-07-04 21:19,,Coffee Shop,13.55,0.00,983738.98
957,2021-07-04,2021-07-04 16:17,,Groceries - Online Delivery,189.62,0.00,983549.36
958,2021-07-04,2021-07-04 14:58,,Dining - Casual Restaurant,135.83,0.00,983413.53
959,2021-07-04,2021-07-04 18:51,,Freelance Income,0.00,2577.42,985990.95
960,2021-07-05,2021-07-05 08:14,,Fuel,64.50,0.00,985926.45
961,2021-07-07,2021-07-07 14:45,,Investment Returns - Crypto,0.00,243.74,986170.19
962,2021-07-08,2021-07-08 13:32,,Rental Income,0.00,1637.31,987807.50
963,2021-07-08,2021-07-08 18:13,,Loan EMI,1923.33,0.00,985884.17
964,2021-07-09,2021-07-09 22:37,,Cashback,0.00,116.55,986000.72
965,2021-07-10,2021-07-10 17:10,,Dining - Casual Restaurant,104.54,0.00,985896.18
966,2021-07-11,2021-07-11 15:20,,Public Transport,3.81,0.00,985892.37
967,2021-07-11,2021-07-11 22:02,,Groceries - Supermarket,278.25,0.00,985614.12
968,2021-07-12,2021-07-12 15:42,,Entertainment - Movies,15.00,0.00,985599.12
969,2021-07-12,2021-07-12 11:33,,Investment Returns - Stocks,0.00,8072.12,993671.24
970,2021-07-13,2021-07-13 07:44,,Dining - Fine Dining,185.57,0.00,993485.67
971,2021-07-13,2021-07-13 19:50,,Fuel,65.29,0.00,993420.38
972,2021-07-14,2021-07-14 08:45,,Dining - Fine Dining,692.85,0.00,992727.53
973,2021-07-15,2021-07-15 21:29,,Public Transport,19.61,0.00,992707.92
974,2021-07-15,2021-07-15 00:40,,Coffee Shop,16.45,0.00,992691.47
975,2021-07-15,2021-07-15 20:28,,Dining - Casual Restaurant,81.99,0.00,992609.48
976,2021-07-16,2021-07-16 08:16,,Dining - Casual Restaurant,83.82,0.00,992525.66
977,2021-07-16,2021-07-16 21:04,,Dining - Casual Restaurant,91.74,0.00,992433.92
978,2021-07-16,2021-07-16 02:31,,Groceries - Supermarket,298.93,0.00,992134.99
979,2021-07-17,2021-07-17 17:00,,Healthcare - Regular,52.37,0.00,992082.62
980,2021-07-17,2021-07-17 15:17,,Investment Returns - Stocks,0.00,2298.40,994381.02
981,2021-07-18,2021-07-18 04:12,,Coffee Shop,29.57,0.00,994351.45
982,2021-07-18,2021-07-18 11:50,,Salary - Bonus,0.00,16730.91,1011082.36
983,2021-07-19,2021-07-19 03:15,,Loan EMI,829.52,0.00,1010252.84
984,2021-07-20,2021-07-20 02:32,,Dividends,0.00,243.16,1010496.00
985,2021-07-21,2021-07-21 01:01,,Investment Returns - Crypto,0.00,881.90,1011377.90
986,2021-07-21,2021-07-21 04:45,,Public Transport,6.78,0.00,1011371.12
987,2021-07-23,2021-07-23 18:27,,Salary - Regular,0.00,5376.00,1016747.12
988,2021-07-24,2021-07-24 16:38,,Dining - Fine Dining,652.85,0.00,1016094.27
989,2021-07-24,2021-07-24 02:14,,Groceries - Supermarket,211.85,0.00,1015882.42
990,2021-07-25,2021-07-25 07:06,,Investment Returns - Crypto,0.00,2020.50,1017902.92
991,2021-07-25,2021-07-25 14:44,,Salary - Regular,0.00,3004.24,1020907.16
992,2021-07-26,2021-07-26 01:12,,Utilities - Water,57.42,0.00,1020849.74
993,2021-07-26,2021-07-26 09:10,,Dining - Casual Restaurant,154.77,0.00,1020694.97
994,2021-07-27,2021-07-27 06:18,,Entertainment - Movies,47.49,0.00,1020647.48
995,2021-07-28,2021-07-28 20:12,,Loan EMI,1660.04,0.00,1018987.44
996,2021-07-29,2021-07-29 17:31,,Salary - Regular,0.00,3233.90,1022221.34
997,2021-07-29,2021-07-29 12:49,,Salary - Regular,0.00,5954.19,1028175.53
998,2021-07-29,2021-07-29 17:38,,Coffee Shop,5.86,0.00,1028169.67
999,2021-07-29,2021-07-29 17:19,,Groceries - Online Delivery,197.42,0.00,1027972.25
1000,2021-07-30,2021-07-30 10:21,,Salary - Regular,0.00,6034.38,1034006.63
1001,2021-07-30,2021-07-30 00:57,,Fuel,58.27,0.00,1033948.36
1002,2021-07-30,2021-07-30 16:28,,Fuel,41.11,0.00,1033907.25
1003,2021-08-01,2021-08-01 08:04,,Salary - Regular,0.00,4030.19,1037937.44
1004,2021-08-02,2021-08-02 20:30,,Loan EMI,1214.23,0.00,1036723.21
1005,2021-08-03,2021-08-03 17:46,,Public Transport,8.67,0.00,1036714.54
1006,2021-08-03,2021-08-03 07:12,,Public Transport,17.18,0.00,1036697.36
1007,2021-08-03,2021-08-03 07:31,,Groceries - Supermarket,314.19,0.00,1036383.17
1008,2021-08-04,2021-08-04 14:56,,Entertainment - Movies,54.79,0.00,1036328.38
1009,2021-08-04,2021-08-04 04:49,,Investment Returns - Crypto,0.00,2533.88,1038862.26
1010,2021-08-04,2021-08-04 04:22,,Dining - Fine Dining,727.61,0.00,1038134.65
1011,2021-08-04,2021-08-04 19:33,,Fuel,30.16,0.00,1038104.49
1012,2021-08-05,2021-08-05 23:37,,Healthcare - Regular,167.53,0.00,1037936.96
1013,2021-08-06,2021-08-06 22:25,,Salary - Regular,0.00,4725.94,1042662.90
1014,2021-08-06,2021-08-06 22:40,,Entertainment - Movies,93.78,0.00,1042569.12
1015,2021-08-06,2021-08-06 08:31,,Fuel,83.06,0.00,1042486.06
1016,2021-08-07,2021-08-07 02:28,,Fuel,114.58,0.00,1042371.48
1017,2021-08-08,2021-08-08 20:14,,Salary - Regular,0.00,7422.95,1049794.43
1018,2021-08-08,2021-08-08 22:31,,Groceries - Supermarket,434.85,0.00,1049359.58
1019,2021-08-09,2021-08-09 00:57,,Rental Income,0.00,4039.11,1053398.69
1020,2021-08-09,2021-08-09 03:11,,Rental Income,0.00,4344.33,1057743.02
1021,2021-08-10,2021-08-10 21:49,,Groceries - Online Delivery,180.24,0.00,1057562.78
1022,2021-08-11,2021-08-11 16:30,,Salary - Regular,0.00,7383.52,1064946.30
1023,2021-08-11,2021-08-11 23:09,,Groceries - Supermarket,375.51,0.00,1064570.79
1024,2021-08-11,2021-08-11 04:09,,Freelance Income,0.00,2346.33,1066917.12
1025,2021-08-12,2021-08-12 17:32,,Cashback,0.00,124.46,1067041.58
1026,2021-08-13,2021-08-13 01:51,,Entertainment - Concerts,943.61,0.00,1066097.97
1027,2021-08-14,2021-08-14 02:24,,Rental Income,0.00,3159.28,1069257.25
1028,2021-08-15,2021-08-15 10:06,,Rental Income,0.00,3106.71,1072363.96
1029,2021-08-16,2021-08-16 15:12,,Investment Returns - Stocks,0.00,3830.23,1076194.19
1030,2021-08-17,2021-08-17 10:47,,Loan EMI,3093.64,0.00,1073100.55
1031,2021-08-17,2021-08-17 00:00,,Utilities - Water,83.91,0.00,1073016.64
1032,2021-08-18,2021-08-18 18:54,,Loan EMI,1299.92,0.00,1071716.72
1033,2021-08-19,2021-08-19 11:37,,Loan EMI,828.44,0.00,1070888.28
1034,2021-08-21,2021-08-21 19:03,,Groceries - Supermarket,176.17,0.00,1070712.11
1035,2021-08-22,2021-08-22 05:28,,Public Transport,29.39,0.00,1070682.72
1036,2021-08-23,2021-08-23 00:32,,Healthcare - Regular,316.69,0.00,1070366.03
1037,2021-08-23,2021-08-23 18:19,,Salary - Regular,0.00,6364.05,1076730.08
1038,2021-08-23,2021-08-23 07:04,,Salary - Regular,0.00,7355.68,1084085.76
1039,2021-08-24,2021-08-24 17:10,,Salary - Bonus,0.00,22151.65,1106237.41
1040,2021-08-24,2021-08-24 20:44,,Groceries - Supermarket,220.57,0.00,1106016.84
1041,2021-08-24,2021-08-24 08:35,,Salary - Regular,0.00,6554.09,1112570.93
1042,2021-08-24,2021-08-24 19:26,,Salary - Regular,0.00,6273.31,1118844.24
1043,2021-08-25,2021-08-25 12:25,,Healthcare - Regular,152.59,0.00,1118691.65
1044,2021-08-26,2021-08-26 23:44,,Public Transport,16.40,0.00,1118675.25
1045,2021-08-26,2021-08-26 07:36,,Loan EMI,2006.04,0.00,1116669.21
1046,2021-08-26,2021-08-26 21:41,,Dining - Casual Restaurant,95.73,0.00,1116573.48
1047,2021-08-27,2021-08-27 20:28,,Groceries - Supermarket,272.06,0.00,1116301.42
1048,2021-08-27,2021-08-27 00:00,,Entertainment - Concerts,415.32,0.00,1115886.10
1049,2021-08-28,2021-08-28 07:44,,Entertainment - Concerts,563.01,0.00,1115323.09
1050,2021-08-29,2021-08-29 02:19,,Groceries - Online Delivery,378.26,0.00,1114944.83
1051,2021-08-29,2021-08-29 02:41,,Salary - Regular,0.00,4010.90,1118955.73
1052,2021-08-30,2021-08-30 11:10,,Loan EMI,1842.00,0.00,1117113.73
1053,2021-08-30,2021-08-30 14:15,,Salary - Bonus,0.00,20350.66,1137464.39
1054,2021-08-30,2021-08-30 14:02,,Salary - Bonus,0.00,24429.63,1161894.02
1055,2021-08-30,2021-08-30 01:51,,Salary - Regular,0.00,6139.07,1168033.09
1056,2021-08-31,2021-08-31 15:58,,Entertainment - Movies,76.00,0.00,1167957.09
1057,2021-08-31,2021-08-31 06:11,,Coffee Shop,31.33,0.00,1167925.76
1058,2021-08-31,2021-08-31 02:47,,Public Transport,10.53,0.00,1167915.23
1059,2021-09-01,2021-09-01 06:12,,Investment Returns - Crypto,0.00,1037.96,1168953.19
1060,2021-09-01,2021-09-01 19:10,,Dining - Casual Restaurant,57.61,0.00,1168895.58
1061,2021-09-01,2021-09-01 21:01,,Utilities - Electricity,194.42,0.00,1168701.16
1062,2021-09-02,2021-09-02 00:44,,Groceries - Online Delivery,140.63,0.00,1168560.53
1063,2021-09-02,2021-09-02 00:10,,Healthcare - Regular,237.24,0.00,1168323.29
1064,2021-09-03,2021-09-03 11:36,,Groceries - Online Delivery,191.22,0.00,1168132.07
1065,2021-09-03,2021-09-03 08:59,,Dining - Casual Restaurant,247.10,0.00,1167884.97
1066,2021-09-03,2021-09-03 18:36,,Dining - Casual Restaurant,130.17,0.00,1167754.80
1067,2021-09-03,2021-09-03 01:03,,Fuel,96.42,0.00,1167658.38
1068,2021-09-04,2021-09-04 22:20,,Investment - Stocks,11104.84,0.00,1156553.54
1069,2021-09-04,2021-09-04 16:31,,Salary - Regular,0.00,8017.65,1164571.19
1070,2021-09-05,2021-09-05 16:29,,Investment Returns - Crypto,0.00,958.00,1165529.19
1071,2021-09-06,2021-09-06 01:23,,Entertainment - Movies,42.21,0.00,1165486.98
1072,2021-09-06,2021-09-06 14:47,,Freelance Income,0.00,978.57,1166465.55
1073,2021-09-07,2021-09-07 20:36,,Healthcare - Regular,258.48,0.00,1166207.07
1074,2021-09-08,2021-09-08 15:53,,Loan EMI,3017.24,0.00,1163189.83
1075,2021-09-09,2021-09-09 22:24,,Coffee Shop,16.55,0.00,1163173.28
1076,2021-09-09,2021-09-09 11:16,,Salary - Bonus,0.00,24203.91,1187377.19
1077,2021-09-09,2021-09-09 18:20,,Utilities - Water,52.92,0.00,1187324.27
1078,2021-09-09,2021-09-09 22:41,,Salary - Regular,0.00,8105.67,1195429.94
1079,2021-09-10,2021-09-10 13:19,,Healthcare - Regular,59.62,0.00,1195370.32
1080,2021-09-11,2021-09-11 10:54,,Utilities - Water,121.19,0.00,1195249.13
1081,2021-09-11,2021-09-11 21:01,,Salary - Regular,0.00,3580.23,1198829.36
1082,2021-09-12,2021-09-12 06:11,,Salary - Regular,0.00,3921.01,1202750.37
1083,2021-09-12,2021-09-12 07:40,,Fuel,48.78,0.00,1202701.59
1084,2021-09-13,2021-09-13 17:21,,Investment Returns - Stocks,0.00,5099.26,1207800.85
1085,2021-09-13,2021-09-13 12:06,,Salary - Regular,0.00,3760.78,1211561.63
1086,2021-09-14,2021-09-14 13:40,,Groceries - Online Delivery,249.21,0.00,1211312.42
1087,2021-09-15,2021-09-15 05:30,,Groceries - Supermarket,454.05,0.00,1210858.37
1088,2021-09-15,2021-09-15 13:47,,Investment Returns - Crypto,0.00,90.22,1210948.59
1089,2021-09-15,2021-09-15 03:00,,Freelance Income,0.00,1186.03,1212134.62
1090,2021-09-16,2021-09-16 23:32,,Public Transport,4.27,0.00,1212130.35
1091,2021-09-16,2021-09-16 04:12,,Fuel,34.34,0.00,1212096.01
1092,2021-09-17,2021-09-17 05:46,,Healthcare - Regular,216.16,0.00,1211879.85
1093,2021-09-17,2021-09-17 12:30,,Groceries - Supermarket,132.34,0.00,1211747.51
1094,2021-09-18,2021-09-18 15:10,,Groceries - Online Delivery,290.17,0.00,1211457.34
1095,2021-09-19,2021-09-19 02:18,,Salary - Regular,0.00,4999.83,1216457.17
1096,2021-09-20,2021-09-20 07:34,,Dining - Fine Dining,214.95,0.00,1216242.22
1097,2021-09-20,2021-09-20 20:15,,Investment - Stocks,5584.11,0.00,1210658.11
1098,2021-09-20,2021-09-20 09:47,,Rental Income,0.00,1493.89,1212152.00
1099,2021-09-21,2021-09-21 14:20,,Dividends,0.00,331.16,1212483.16
1100,2021-09-21,2021-09-21 12:48,,Dining - Casual Restaurant,91.09,0.00,1212392.07
1101,2021-09-22,2021-09-22 10:22,,Entertainment - Concerts,427.60,0.00,1211964.47
1102,2021-09-22,2021-09-22 23:18,,Utilities - Electricity,159.36,0.00,1211805.11
1103,2021-09-22,2021-09-22 00:30,,Fuel,78.53,0.00,1211726.58
1104,2021-09-23,2021-09-23 12:45,,Entertainment - Movies,48.74,0.00,1211677.84
1105,2021-09-23,2021-09-23 23:32,,Fuel,46.94,0.00,1211630.90
1106,2021-09-24,2021-09-24 09:24,,Groceries - Online Delivery,239.91,0.00,1211390.99
1107,2021-09-24,2021-09-24 03:44,,Salary - Regular,0.00,6340.20,1217731.19
1108,2021-09-24,2021-09-24 21:01,,Freelance Income,0.00,2735.59,1220466.78
1109,2021-09-25,2021-09-25 17:17,,Coffee Shop,14.83,0.00,1220451.95
1110,2021-09-25,2021-09-25 08:50,,Loan EMI,3946.34,0.00,1216505.61
1111,2021-09-26,2021-09-26 16:26,,Freelance Income,0.00,850.47,1217356.08
1112,2021-09-27,2021-09-27 08:41,,Salary - Regular,0.00,3429.91,1220785.99
1113,2021-09-27,2021-09-27 19:23,,Salary - Regular,0.00,4105.04,1224891.03
1114,2021-09-28,2021-09-28 14:38,,Salary - Regular,0.00,6203.52,1231094.55
1115,2021-09-29,2021-09-29 20:00,,Groceries - Supermarket,304.30,0.00,1230790.25
1116,2021-09-30,2021-09-30 00:46,,Salary - Regular,0.00,3009.61,1233799.86
1117,2021-10-02,2021-10-02 02:29,,Groceries - Online Delivery,219.82,0.00,1233580.04
1118,2021-10-03,2021-10-03 03:12,,Freelance Income,0.00,4840.04,1238420.08
1119,2021-10-05,2021-10-05 00:52,,Investment Returns - Stocks,0.00,6427.37,1244847.45
1120,2021-10-05,2021-10-05 23:00,,Groceries - Online Delivery,274.71,0.00,1244572.74
1121,2021-10-06,2021-10-06 00:07,,Salary - Regular,0.00,7079.19,1251651.93
1122,2021-10-07,2021-10-07 05:07,,Salary - Regular,0.00,4056.68,1255708.61
1123,2021-10-08,2021-10-08 08:35,,Healthcare - Regular,193.54,0.00,1255515.07
1124,2021-10-08,2021-10-08 02:29,,Fuel,35.90,0.00,1255479.17
1125,2021-10-08,2021-10-08 02:59,,Healthcare - Regular,85.81,0.00,1255393.36
1126,2021-10-09,2021-10-09 02:58,,Salary - Regular,0.00,4532.62,1259925.98
1127,2021-10-09,2021-10-09 20:39,,Utilities - Electricity,218.29,0.00,1259707.69
1128,2021-10-10,2021-10-10 20:26,,Investment Returns - Stocks,0.00,11172.74,1270880.43
1129,2021-10-10,2021-10-10 02:30,,Rental Income,0.00,4869.28,1275749.71
1130,2021-10-10,2021-10-10 14:35,,Freelance Income,0.00,3223.77,1278973.48
1131,2021-10-10,2021-10-10 17:34,,Dining - Fine Dining,664.85,0.00,1278308.63
1132,2021-10-11,2021-10-11 03:20,,Dining - Fine Dining,645.26,0.00,1277663.37
1133,2021-10-11,2021-10-11 12:56,,Coffee Shop,13.40,0.00,1277649.97
1134,2021-10-11,2021-10-11 14:04,,Fuel,56.15,0.00,1277593.82
1135,2021-10-12,2021-10-12 14:07,,Dining - Casual Restaurant,131.78,0.00,1277462.04
1136,2021-10-12,2021-10-12 18:32,,Salary - Regular,0.00,3496.28,1280958.32
1137,2021-10-12,2021-10-12 09:37,,Freelance Income,0.00,1974.60,1282932.92
1138,2021-10-14,2021-10-14 21:00,,Loan EMI,1041.83,0.00,1281891.09
1139,2021-10-16,2021-10-16 15:25,,Investment Returns - Stocks,0.00,9644.24,1291535.33
1140,2021-10-18,2021-10-18 08:45,,Dining - Fine Dining,372.23,0.00,1291163.10
1141,2021-10-18,2021-10-18 16:18,,Freelance Income,0.00,2401.54,1293564.64
1142,2021-10-20,2021-10-20 23:24,,Utilities - Electricity,91.95,0.00,1293472.69
1143,2021-10-20,2021-10-20 10:48,,Salary - Regular,0.00,3120.11,1296592.80
1144,2021-10-20,2021-10-20 10:03,,Groceries - Supermarket,171.15,0.00,1296421.65
1145,2021-10-20,2021-10-20 12:10,,Investment Returns - Crypto,0.00,1074.78,1297496.43
1146,2021-10-21,2021-10-21 06:09,,Freelance Income,0.00,1801.93,1299298.36
1147,2021-10-21,2021-10-21 15:29,,Entertainment - Concerts,637.37,0.00,1298660.99
1148,2021-10-22,2021-10-22 21:37,,Salary - Regular,0.00,8167.86,1306828.85
1149,2021-10-23,2021-10-23 17:58,,Coffee Shop,45.68,0.00,1306783.17
1150,2021-10-24,2021-10-24 16:38,,Dining - Casual Restaurant,168.06,0.00,1306615.11
1151,2021-10-24,2021-10-24 07:18,,Dining - Casual Restaurant,102.80,0.00,1306512.31
1152,2021-10-26,2021-10-26 19:00,,Salary - Regular,0.00,3090.86,1309603.17
1153,2021-10-27,2021-10-27 05:23,,Groceries - Supermarket,286.46,0.00,1309316.71
1154,2021-10-27,2021-10-27 12:27,,Salary - Regular,0.00,7415.30,1316732.01
1155,2021-10-28,2021-10-28 10:42,,Freelance Income,0.00,4243.36,1320975.37
1156,2021-10-29,2021-10-29 09:49,,Rental Income,0.00,1848.02,1322823.39
1157,2021-10-29,2021-10-29 05:17,,Utilities - Electricity,109.40,0.00,1322713.99
1158,2021-10-29,2021-10-29 05:53,,Rental Income,0.00,4497.50,1327211.49
1159,2021-10-30,2021-10-30 15:27,,Loan EMI,3476.29,0.00,1323735.20
1160,2021-10-31,2021-10-31 03:23,,Cashback,0.00,591.20,1324326.40
1161,2021-10-31,2021-10-31 10:10,,Entertainment - Movies,94.91,0.00,1324231.49
1162,2021-10-31,2021-10-31 13:14,,Investment - Stocks,3975.75,0.00,1320255.74
1163,2021-11-01,2021-11-01 18:19,,Groceries - Supermarket,269.74,0.00,1319986.00
1164,2021-11-02,2021-11-02 02:21,,Healthcare - Regular,69.26,0.00,1319916.74
1165,2021-11-03,2021-11-03 21:38,,Entertainment - Movies,28.52,0.00,1319888.22
1166,2021-11-03,2021-11-03 07:07,,Salary - Regular,0.00,6940.77,1326828.99
1167,2021-11-04,2021-11-04 22:08,,Investment Returns - Crypto,0.00,8433.65,1335262.64
1168,2021-11-04,2021-11-04 21:43,,Groceries - Online Delivery,95.74,0.00,1335166.90
1169,2021-11-04,2021-11-04 08:27,,Fuel,65.18,0.00,1335101.72
1170,2021-11-05,2021-11-05 14:10,,Dining - Casual Restaurant,233.30,0.00,1334868.42
1171,2021-11-07,2021-11-07 01:27,,Salary - Bonus,0.00,18180.42,1353048.84
1172,2021-11-08,2021-11-08 18:04,,Dining - Casual Restaurant,90.32,0.00,1352958.52
1173,2021-11-08,2021-11-08 15:26,,Public Transport,4.45,0.00,1352954.07
1174,2021-11-09,2021-11-09 14:41,,Dining - Casual Restaurant,125.38,0.00,1352828.69
1175,2021-11-09,2021-11-09 04:03,,Salary - Regular,0.00,5168.41,1357997.10
1176,2021-11-09,2021-11-09 07:35,,Investment Returns - Stocks,0.00,1725.97,1359723.07
1177,2021-11-10,2021-11-10 03:26,,Cashback,0.00,257.15,1359980.22
1178,2021-11-10,2021-11-10 12:11,,Dividends,0.00,409.59,1360389.81
1179,2021-11-10,2021-11-10 00:12,,Dining - Casual Restaurant,150.28,0.00,1360239.53
1180,2021-11-10,2021-11-10 11:16,,Salary - Bonus,0.00,14587.50,1374827.03
1181,2021-11-11,2021-11-11 10:20,,Dividends,0.00,193.35,1375020.38
1182,2021-11-12,2021-11-12 14:42,,Utilities - Water,163.46,0.00,1374856.92
1183,2021-11-12,2021-11-12 20:20,,Salary - Regular,0.00,7544.64,1382401.56
1184,2021-11-12,2021-11-12 12:19,,Salary - Bonus,0.00,19320.04,1401721.60
1185,2021-11-12,2021-11-12 09:00,,Utilities - Water,99.89,0.00,1401621.71
1186,2021-11-13,2021-11-13 16:28,,Public Transport,20.80,0.00,1401600.91
1187,2021-11-14,2021-11-14 12:31,,Groceries - Supermarket,482.57,0.00,1401118.34
1188,2021-11-14,2021-11-14 06:23,,Freelance Income,0.00,4049.01,1405167.35
1189,2021-11-15,2021-11-15 19:50,,Public Transport,2.53,0.00,1405164.82
1190,2021-11-15,2021-11-15 13:32,,Groceries - Supermarket,306.33,0.00,1404858.49
1191,2021-11-15,2021-11-15 07:48,,Dining - Casual Restaurant,226.32,0.00,1404632.17
1192,2021-11-17,2021-11-17 04:13,,Utilities - Water,136.26,0.00,1404495.91
1193,2021-11-18,2021-11-18 13:39,,Salary - Regular,0.00,4604.79,1409100.70
1194,2021-11-18,2021-11-18 07:44,,Healthcare - Regular,56.50,0.00,1409044.20
1195,2021-11-19,2021-11-19 19:02,,Freelance Income,0.00,5038.48,1414082.68
1196,2021-11-20,2021-11-20 03:41,,Freelance Income,0.00,2867.68,1416950.36
1197,2021-11-20,2021-11-20 15:26,,Public Transport,16.33,0.00,1416934.03
1198,2021-11-20,2021-11-20 09:09,,Rental Income,0.00,3328.41,1420262.44
1199,2021-11-20,2021-11-20 13:53,,Coffee Shop,21.07,0.00,1420241.37
1200,2021-11-21,2021-11-21 23:01,,Groceries - Online Delivery,228.07,0.00,1420013.30
1201,2021-11-22,2021-11-22 00:37,,Utilities - Water,65.76,0.00,1419947.54
1202,2021-11-22,2021-11-22 11:09,,Salary - Bonus,0.00,4955.77,1424903.31
1203,2021-11-22,2021-11-22 19:47,,Coffee Shop,26.72,0.00,1424876.59
1204,2021-11-23,2021-11-23 07:31,,Utilities - Water,39.83,0.00,1424836.76
1205,2021-11-23,2021-11-23 14:24,,Dining - Fine Dining,738.53,0.00,1424098.23
1206,2021-11-24,2021-11-24 23:01,,Groceries - Supermarket,191.10,0.00,1423907.13
1207,2021-11-24,2021-11-24 16:25,,Dining - Casual Restaurant,118.85,0.00,1423788.28
1208,2021-11-25,2021-11-25 20:31,,Salary - Regular,0.00,5784.43,1429572.71
1209,2021-11-25,2021-11-25 19:48,,Groceries - Supermarket,301.95,0.00,1429270.76
1210,2021-11-26,2021-11-26 10:45,,Dining - Fine Dining,756.37,0.00,1428514.39
1211,2021-11-27,2021-11-27 15:48,,Dining - Casual Restaurant,141.91,0.00,1428372.48
1212,2021-11-28,2021-11-28 00:21,,Dining - Fine Dining,318.05,0.00,1428054.43
1213,2021-11-28,2021-11-28 12:10,,Salary - Regular,0.00,5892.49,1433946.92
1214,2021-11-28,2021-11-28 08:16,,Dining - Casual Restaurant,194.10,0.00,1433752.82
1215,2021-11-29,2021-11-29 17:11,,Groceries - Supermarket,292.46,0.00,1433460.36
1216,2021-12-01,2021-12-01 06:40,,Entertainment - Concerts,925.16,0.00,1432535.20
1217,2021-12-01,2021-12-01 05:21,,Dining - Casual Restaurant,81.16,0.00,1432454.04
1218,2021-12-02,2021-12-02 15:58,,Loan EMI,3011.76,0.00,1429442.28
1219,2021-12-02,2021-12-02 13:25,,Groceries - Online Delivery,363.64,0.00,1429078.64
1220,2021-12-03,2021-12-03 13:35,,Salary - Regular,0.00,4605.67,1433684.31
1221,2021-12-03,2021-12-03 11:03,,Groceries - Supermarket,523.26,0.00,1433161.05
1222,2021-12-04,2021-12-04 05:27,,Groceries - Supermarket,1178.54,0.00,1431982.51
1223,2021-12-05,2021-12-05 23:55,,Freelance Income,0.00,2751.44,1434733.95
1224,2021-12-05,2021-12-05 15:38,,Groceries - Online Delivery,433.59,0.00,1434300.36
1225,2021-12-05,2021-12-05 01:01,,Dining - Casual Restaurant,265.21,0.00,1434035.15
1226,2021-12-05,2021-12-05 06:37,,Groceries - Online Delivery,301.08,0.00,1433734.07
1227,2021-12-06,2021-12-06 04:23,,Healthcare - Regular,579.13,0.00,1433154.94
1228,2021-12-08,2021-12-08 16:08,,Fuel,103.88,0.00,1433051.06
1229,2021-12-08,2021-12-08 14:17,,Rental Income,0.00,6409.31,1439460.37
1230,2021-12-09,2021-12-09 00:45,,Freelance Income,0.00,4609.81,1444070.18
