Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
1169,2020-06-21,2020-06-21,,Credit Card Payment,305.97,0.00,593105.00
1170,2020-06-23,2020-06-22,,Salary Credit,0.00,4291.63,597396.63
1171,2020-06-22,2020-06-22,,ATM Withdrawal,53.19,0.00,597343.44
1172,2020-06-22,2020-06-22,,Utility Payment,100.15,0.00,597243.29
1173,2020-06-23,2020-06-23,,Dividend Received,0.00,153.32,597396.61
1174,2020-06-23,2020-06-23,,ATM Withdrawal,132.23,0.00,597264.38
1175,2020-06-23,2020-06-23,,Online Transfer,1143.45,0.00,596120.93
1176,2020-06-22,2020-06-23,,Dining Out,95.90,0.00,596025.03
1177,2020-06-23,2020-06-23,,ATM Withdrawal,197.60,0.00,595827.43
1178,2020-06-23,2020-06-24,,Groceries - Supermarket,25.06,0.00,595802.37
1179,2020-06-23,2020-06-24,,Investment - SIP,792.54,0.00,595009.83
1180,2020-06-24,2020-06-24,,Cash Deposit,0.00,200.61,595210.44
1181,2020-06-24,2020-06-24,,Salary Credit,0.00,2483.43,597693.87
1182,2020-06-24,2020-06-24,,Groceries - Supermarket,112.45,0.00,597581.42
1183,2020-06-24,2020-06-24,,Credit Card Payment,692.75,0.00,596888.67
1184,2020-06-23,2020-06-24,,Transfer Received,0.00,1710.84,598599.51
1185,2020-06-25,2020-06-25,,Interest Credited,0.00,68.98,598668.49
1186,2020-06-25,2020-06-25,,Transfer Received,0.00,2673.68,601342.17
1187,2020-06-25,2020-06-25,,Transfer Received,0.00,1624.19,602966.36
1188,2020-06-26,2020-06-25,,Online Transfer,927.66,0.00,602038.70
1189,2020-06-25,2020-06-25,,Utility Payment,207.68,0.00,601831.02
1190,2020-06-25,2020-06-25,,Loan EMI,1521.85,0.00,600309.17
1191,2020-06-25,2020-06-25,,Dining Out,96.91,0.00,600212.26
1192,2020-06-26,2020-06-26,,Groceries - Supermarket,61.45,0.00,600150.81
1193,2020-06-26,2020-06-26,,Interest Credited,0.00,52.41,600203.22
1194,2020-06-25,2020-06-26,,ATM Withdrawal,352.81,0.00,599850.41
1195,2020-06-26,2020-06-26,,Online Transfer,456.81,0.00,599393.60
1196,2020-06-26,2020-06-26,,Investment - Mutual Funds,758.65,0.00,598634.95
1197,2020-06-28,2020-06-27,,Groceries - Supermarket,126.56,0.00,598508.39
1198,2020-06-27,2020-06-27,,Groceries - Supermarket,75.48,0.00,598432.91
1199,2020-06-27,2020-06-27,100028,Cheque Issued,2475.29,0.00,595957.62
1200,2020-06-27,2020-06-27,,ATM Withdrawal,412.35,0.00,595545.27
1201,2020-06-27,2020-06-27,,Loan EMI,1189.66,0.00,594355.61
1202,2020-06-27,2020-06-27,,Groceries - Supermarket,115.38,0.00,594240.23
1203,2020-06-27,2020-06-27,,Takeout,35.03,0.00,594205.20
1204,2020-06-29,2020-06-28,,Takeout,10.20,0.00,594195.00
1205,2020-06-28,2020-06-28,,Credit Card Payment,690.80,0.00,593504.20
1206,2020-06-29,2020-06-28,,Investment Returns,0.00,472.44,593976.64
1207,2020-06-28,2020-06-28,,ATM Withdrawal,425.81,0.00,593550.83
1208,2020-06-28,2020-06-28,,ATM Withdrawal,69.48,0.00,593481.35
1209,2020-06-29,2020-06-29,100029,Cheque Issued,547.47,0.00,592933.88
1210,2020-06-29,2020-06-29,,Interest Credited,0.00,57.40,592991.28
1211,2020-06-29,2020-06-29,,ATM Withdrawal,335.74,0.00,592655.54
1212,2020-06-30,2020-06-29,,Groceries - Supermarket,27.37,0.00,592628.17
1213,2020-06-30,2020-06-29,,Utility Payment,144.79,0.00,592483.38
1214,2020-06-30,2020-06-29,,Cash Deposit,0.00,460.76,592944.14
1215,2020-06-29,2020-06-29,,Interest Credited,0.00,83.81,593027.95
1216,2020-06-30,2020-06-30,,Groceries - Supermarket,50.09,0.00,592977.86
1217,2020-06-30,2020-06-30,,Groceries - Supermarket,75.33,0.00,592902.53
1218,2020-07-01,2020-06-30,,ATM Withdrawal,227.45,0.00,592675.08
1219,2020-06-30,2020-06-30,,Transfer Received,0.00,2263.93,594939.01
1220,2020-06-29,2020-06-30,,Transfer Received,0.00,2182.56,597121.57
1221,2020-07-01,2020-07-01,,ATM Withdrawal,88.01,0.00,597033.56
1222,2020-07-01,2020-07-01,,Groceries - Supermarket,133.75,0.00,596899.81
1223,2020-07-02,2020-07-01,,Salary Credit,0.00,4898.87,601798.68
1224,2020-07-01,2020-07-01,,ATM Withdrawal,293.47,0.00,601505.21
1225,2020-07-01,2020-07-01,,Investment Returns,0.00,849.34,602354.55
1226,2020-07-01,2020-07-01,,Transfer Received,0.00,942.24,603296.79
1227,2020-07-01,2020-07-01,,ATM Withdrawal,300.33,0.00,602996.46
1228,2020-07-01,2020-07-01,,Credit Card Payment,895.98,0.00,602100.48
1229,2020-07-02,2020-07-02,,Transfer Received,0.00,1284.85,603385.33
1230,2020-07-02,2020-07-02,,Transfer Received,0.00,1771.25,605156.58
1231,2020-07-03,2020-07-02,,Daily Essentials,39.21,0.00,605117.37
1232,2020-07-03,2020-07-02,,Online Transfer,939.03,0.00,604178.34
1233,2020-07-02,2020-07-02,,ATM Withdrawal,489.46,0.00,603688.88
1234,2020-07-03,2020-07-03,,Salary Credit,0.00,3542.74,607231.62
1235,2020-07-03,2020-07-03,,Cash Deposit,0.00,250.63,607482.25
1236,2020-07-03,2020-07-03,100030,Cheque Issued,1898.10,0.00,605584.15
1237,2020-07-03,2020-07-03,,Salary Credit,0.00,2360.59,607944.74
1238,2020-07-03,2020-07-03,,Investment Returns,0.00,528.55,608473.29
1239,2020-07-04,2020-07-03,,Cash Deposit,0.00,521.57,608994.86
1240,2020-07-02,2020-07-03,,Groceries - Online Delivery,53.45,0.00,608941.41
1241,2020-07-04,2020-07-03,,Investment Returns,0.00,106.69,609048.10
1242,2020-07-03,2020-07-03,,Transfer Received,0.00,1264.60,610312.70
1243,2020-07-04,2020-07-04,,Investment Returns,0.00,167.26,610479.96
1244,2020-07-04,2020-07-04,,Transfer Received,0.00,1245.72,611725.68
1245,2020-07-03,2020-07-04,,Investment - Stocks,2208.33,0.00,609517.35
1246,2020-07-04,2020-07-04,,Groceries - Supermarket,28.94,0.00,609488.41
1247,2020-07-03,2020-07-04,,Groceries - Supermarket,24.91,0.00,609463.50
1248,2020-07-05,2020-07-05,,Rental Income,0.00,2306.82,611770.32
1249,2020-07-05,2020-07-05,,Transfer Received,0.00,2855.15,614625.47
1250,2020-07-04,2020-07-05,,Transfer Received,0.00,1101.75,615727.22
1251,2020-07-04,2020-07-05,,Loan EMI,1898.77,0.00,613828.45
1252,2020-07-04,2020-07-05,,Online Transfer,739.53,0.00,613088.92
1253,2020-07-06,2020-07-05,,Credit Card Payment,754.23,0.00,612334.69
1254,2020-07-05,2020-07-05,,Groceries - Supermarket,87.91,0.00,612246.78
1255,2020-07-05,2020-07-05,,Transfer Received,0.00,2527.09,614773.87
1256,2020-07-05,2020-07-05,,Investment Returns,0.00,218.35,614992.22
1257,2020-07-06,2020-07-06,,Transfer Received,0.00,1203.58,616195.80
1258,2020-07-06,2020-07-06,,Transfer Received,0.00,2411.17,618606.97
1259,2020-07-06,2020-07-07,,Online Transfer,1150.13,0.00,617456.84
1260,2020-07-07,2020-07-07,,Investment - Mutual Funds,2618.27,0.00,614838.57
1261,2020-07-07,2020-07-07,,Dividend Received,0.00,287.45,615126.02
1262,2020-07-06,2020-07-07,,Utility Payment,189.52,0.00,614936.50
1263,2020-07-06,2020-07-07,,ATM Withdrawal,423.54,0.00,614512.96
1264,2020-07-07,2020-07-07,,Interest Credited,0.00,22.39,614535.35
1265,2020-07-07,2020-07-07,,Groceries - Online Delivery,57.42,0.00,614477.93
1266,2020-07-06,2020-07-07,,Takeout,19.37,0.00,614458.56
1267,2020-07-06,2020-07-07,,Transfer Received,0.00,2771.08,617229.64
1268,2020-07-08,2020-07-08,,Credit Card Payment,504.40,0.00,616725.24
1269,2020-07-08,2020-07-08,,ATM Withdrawal,395.27,0.00,616329.97
1270,2020-07-08,2020-07-08,,Salary Credit,0.00,2136.31,618466.28
1271,2020-07-09,2020-07-09,,Utility Payment,258.30,0.00,618207.98
1272,2020-07-10,2020-07-09,,Utility Payment,215.85,0.00,617992.13
1273,2020-07-09,2020-07-09,,Investment - SIP,962.02,0.00,617030.11
1274,2020-07-09,2020-07-09,,Rental Income,0.00,1749.48,618779.59
1275,2020-07-09,2020-07-09,,ATM Withdrawal,69.68,0.00,618709.91
1276,2020-07-09,2020-07-09,,Groceries - Supermarket,149.21,0.00,618560.70
1277,2020-07-09,2020-07-09,,Investment - Mutual Funds,2658.05,0.00,615902.65
1278,2020-07-09,2020-07-09,,Cash Deposit,0.00,100.73,616003.38
1279,2020-07-10,2020-07-09,,Utility Payment,124.69,0.00,615878.69
1280,2020-07-09,2020-07-09,,Transfer Received,0.00,2920.92,618799.61
1281,2020-07-10,2020-07-10,,Salary Credit,0.00,3732.44,622532.05
1282,2020-07-09,2020-07-10,,Credit Card Payment,848.79,0.00,621683.26
1283,2020-07-10,2020-07-10,,Transfer Received,0.00,1037.65,622720.91
1284,2020-07-09,2020-07-10,,Groceries - Supermarket,65.13,0.00,622655.78
1285,2020-07-10,2020-07-10,,Credit Card Payment,447.99,0.00,622207.79
1286,2020-07-11,2020-07-10,,Salary Credit,0.00,3030.92,625238.71
1287,2020-07-10,2020-07-10,,Transfer Received,0.00,1298.18,626536.89
1288,2020-07-09,2020-07-10,,Transfer Received,0.00,2838.35,629375.24
1289,2020-07-11,2020-07-11,,Credit Card Payment,574.08,0.00,628801.16
1290,2020-07-11,2020-07-11,,Daily Essentials,14.71,0.00,628786.45
1291,2020-07-11,2020-07-11,,Dividend Received,0.00,364.01,629150.46
1292,2020-07-11,2020-07-11,,Salary Credit,0.00,3725.82,632876.28
1293,2020-07-12,2020-07-12,,Rental Income,0.00,2432.94,635309.22
1294,2020-07-12,2020-07-12,,ATM Withdrawal,327.15,0.00,634982.07
1295,2020-07-12,2020-07-12,,Groceries - Supermarket,58.70,0.00,634923.37
1296,2020-07-12,2020-07-12,,Loan EMI,654.88,0.00,634268.49
1297,2020-07-12,2020-07-12,,Transfer Received,0.00,1669.03,635937.52
1298,2020-07-13,2020-07-12,,Rental Income,0.00,2625.33,638562.85
1299,2020-07-13,2020-07-12,,Interest Credited,0.00,77.40,638640.25
1300,2020-07-12,2020-07-13,,Transfer Received,0.00,2483.28,641123.53
1301,2020-07-14,2020-07-13,,Transfer Received,0.00,624.33,641747.86
1302,2020-07-13,2020-07-13,,ATM Withdrawal,239.13,0.00,641508.73
1303,2020-07-13,2020-07-13,,Groceries - Online Delivery,51.83,0.00,641456.90
1304,2020-07-12,2020-07-13,,Interest Credited,0.00,90.55,641547.45
1305,2020-07-13,2020-07-13,,Transfer Received,0.00,789.56,642337.01
1306,2020-07-13,2020-07-13,,ATM Withdrawal,31.77,0.00,642305.24
1307,2020-07-13,2020-07-13,,Transfer Received,0.00,818.56,643123.80
1308,2020-07-13,2020-07-13,,Dining Out,57.68,0.00,643066.12
1309,2020-07-14,2020-07-14,,Dining Out,97.86,0.00,642968.26
1310,2020-07-14,2020-07-14,,Salary Credit,0.00,2490.49,645458.75
1311,2020-07-15,2020-07-14,,Salary Credit,0.00,2561.25,648020.00
1312,2020-07-13,2020-07-14,,ATM Withdrawal,463.00,0.00,647557.00
1313,2020-07-14,2020-07-14,,Interest Credited,0.00,21.58,647578.58
1314,2020-07-14,2020-07-14,,Transfer Received,0.00,741.37,648319.95
1315,2020-07-14,2020-07-14,,Investment Returns,0.00,149.96,648469.91
1316,2020-07-16,2020-07-15,,Transfer Received,0.00,1438.03,649907.94
1317,2020-07-16,2020-07-15,,Salary Credit,0.00,3402.53,653310.47
1318,2020-07-15,2020-07-15,,Groceries - Supermarket,194.60,0.00,653115.87
1319,2020-07-16,2020-07-15,,Credit Card Payment,508.13,0.00,652607.74
1320,2020-07-14,2020-07-15,,ATM Withdrawal,378.65,0.00,652229.09
1321,2020-07-14,2020-07-15,,Groceries - Supermarket,31.85,0.00,652197.24
1322,2020-07-14,2020-07-15,,Online Transfer,326.24,0.00,651871.00
1323,2020-07-15,2020-07-15,,Credit Card Payment,444.10,0.00,651426.90
1324,2020-07-15,2020-07-15,,Transfer Received,0.00,2016.12,653443.02
1325,2020-07-16,2020-07-16,,Salary Credit,0.00,3722.47,657165.49
1326,2020-07-17,2020-07-16,100031,Cheque Issued,1668.30,0.00,655497.19
1327,2020-07-16,2020-07-16,,Transfer Received,0.00,1060.38,656557.57
1328,2020-07-16,2020-07-16,,Utility Payment,70.65,0.00,656486.92
1329,2020-07-16,2020-07-16,,Dining Out,50.51,0.00,656436.41
1330,2020-07-17,2020-07-16,,Dividend Received,0.00,236.26,656672.67
1331,2020-07-15,2020-07-16,,ATM Withdrawal,72.55,0.00,656600.12
1332,2020-07-16,2020-07-16,,ATM Withdrawal,385.02,0.00,656215.10
1333,2020-07-16,2020-07-16,100032,Cheque Issued,2257.96,0.00,653957.14
1334,2020-07-15,2020-07-16,,Groceries - Supermarket,90.97,0.00,653866.17
1335,2020-07-16,2020-07-16,,Utility Payment,70.75,0.00,653795.42
1336,2020-07-16,2020-07-16,100033,Cheque Issued,1932.98,0.00,651862.44
1337,2020-07-15,2020-07-16,,Groceries - Online Delivery,55.92,0.00,651806.52
1338,2020-07-15,2020-07-16,,Online Transfer,395.01,0.00,651411.51
1339,2020-07-18,2020-07-17,,Transfer Received,0.00,1339.62,652751.13
1340,2020-07-17,2020-07-17,,ATM Withdrawal,406.69,0.00,652344.44
1341,2020-07-17,2020-07-17,,Transfer Received,0.00,2443.82,654788.26
1342,2020-07-18,2020-07-17,,Transfer Received,0.00,989.23,655777.49
1343,2020-07-17,2020-07-17,,Dining Out,69.18,0.00,655708.31
1344,2020-07-17,2020-07-17,,Transfer Received,0.00,661.68,656369.99
1345,2020-07-18,2020-07-17,,Investment - SIP,949.51,0.00,655420.48
1346,2020-07-17,2020-07-17,,Salary Credit,0.00,4400.68,659821.16
1347,2020-07-17,2020-07-17,,ATM Withdrawal,496.02,0.00,659325.14
1348,2020-07-17,2020-07-17,,ATM Withdrawal,282.03,0.00,659043.11
1349,2020-07-16,2020-07-17,,Groceries - Supermarket,189.59,0.00,658853.52
1350,2020-07-18,2020-07-18,,ATM Withdrawal,102.40,0.00,658751.12
1351,2020-07-18,2020-07-18,,ATM Withdrawal,89.53,0.00,658661.59
1352,2020-07-18,2020-07-18,,Investment - Stocks,3839.90,0.00,654821.69
1353,2020-07-19,2020-07-18,,Online Transfer,1648.23,0.00,653173.46
1354,2020-07-18,2020-07-18,,Salary Credit,0.00,4269.90,657443.36
1355,2020-07-19,2020-07-19,,Cash Deposit,0.00,124.64,657568.00
1356,2020-07-19,2020-07-19,,Daily Essentials,7.20,0.00,657560.80
1357,2020-07-19,2020-07-19,,Salary Credit,0.00,4340.92,661901.72
1358,2020-07-19,2020-07-19,,Salary Credit,0.00,4126.78,666028.50
1359,2020-07-19,2020-07-19,,Salary Credit,0.00,3205.46,669233.96
1360,2020-07-19,2020-07-19,,Transfer Received,0.00,1939.33,671173.29
1361,2020-07-18,2020-07-19,,Credit Card Payment,642.98,0.00,670530.31
1362,2020-07-20,2020-07-20,100034,Cheque Issued,1770.36,0.00,668759.95
1363,2020-07-20,2020-07-20,,Credit Card Payment,811.65,0.00,667948.30
1364,2020-07-19,2020-07-20,,Salary Credit,0.00,3613.96,671562.26
1365,2020-07-20,2020-07-20,,Groceries - Supermarket,48.32,0.00,671513.94
1366,2020-07-20,2020-07-20,,Dining Out,77.65,0.00,671436.29
1367,2020-07-21,2020-07-20,,ATM Withdrawal,146.70,0.00,671289.59
1368,2020-07-20,2020-07-20,,Salary Credit,0.00,3155.56,674445.15
1369,2020-07-21,2020-07-20,,Transfer Received,0.00,2615.21,677060.36
1370,2020-07-20,2020-07-20,,Salary Credit,0.00,3367.75,680428.11
1371,2020-07-21,2020-07-21,,Transfer Received,0.00,906.54,681334.65
1372,2020-07-22,2020-07-21,,Transfer Received,0.00,1027.76,682362.41
1373,2020-07-21,2020-07-21,,ATM Withdrawal,124.53,0.00,682237.88
1374,2020-07-21,2020-07-21,,Utility Payment,169.54,0.00,682068.34
1375,2020-07-22,2020-07-21,,Credit Card Payment,619.97,0.00,681448.37
1376,2020-07-21,2020-07-21,,ATM Withdrawal,33.11,0.00,681415.26
1377,2020-07-22,2020-07-21,,Salary Credit,0.00,3127.68,684542.94
1378,2020-07-21,2020-07-21,,Online Transfer,1650.14,0.00,682892.80
1379,2020-07-22,2020-07-21,,Transfer Received,0.00,2419.59,685312.39
1380,2020-07-20,2020-07-21,,Salary Credit,0.00,3487.28,688799.67
1381,2020-07-22,2020-07-22,,Credit Card Payment,934.37,0.00,687865.30
1382,2020-07-21,2020-07-22,,ATM Withdrawal,68.98,0.00,687796.32
1383,2020-07-21,2020-07-22,,Coffee Shop,11.34,0.00,687784.98
1384,2020-07-23,2020-07-22,,Transfer Received,0.00,1067.07,688852.05
1385,2020-07-22,2020-07-22,,Transfer Received,0.00,1717.47,690569.52
1386,2020-07-22,2020-07-22,,Takeout,40.14,0.00,690529.38
1387,2020-07-22,2020-07-22,,Transfer Received,0.00,1126.41,691655.79
1388,2020-07-22,2020-07-22,,Groceries - Online Delivery,71.55,0.00,691584.24
1389,2020-07-22,2020-07-22,,Salary Credit,0.00,2089.68,693673.92
1390,2020-07-22,2020-07-22,,ATM Withdrawal,114.02,0.00,693559.90
1391,2020-07-22,2020-07-22,,Dividend Received,0.00,185.45,693745.35
1392,2020-07-22,2020-07-22,,Transfer Received,0.00,2153.36,695898.71
1393,2020-07-22,2020-07-22,,Transfer Received,0.00,1126.90,697025.61
1394,2020-07-23,2020-07-23,,Online Transfer,503.37,0.00,696522.24
1395,2020-07-22,2020-07-23,,Interest Credited,0.00,17.05,696539.29
1396,2020-07-23,2020-07-23,,Cash Deposit,0.00,157.02,696696.31
1397,2020-07-23,2020-07-23,,ATM Withdrawal,120.92,0.00,696575.39
1398,2020-07-23,2020-07-23,,ATM Withdrawal,447.78,0.00,696127.61
1399,2020-07-23,2020-07-23,,Transfer Received,0.00,823.50,696951.11
1400,2020-07-23,2020-07-23,,Coffee Shop,7.20,0.00,696943.91
1401,2020-07-23,2020-07-23,,Groceries - Supermarket,92.12,0.00,696851.79
1402,2020-07-23,2020-07-23,,Utility Payment,161.75,0.00,696690.04
1403,2020-07-22,2020-07-23,,Utility Payment,187.81,0.00,696502.23
1404,2020-07-25,2020-07-24,,Credit Card Payment,575.76,0.00,695926.47
1405,2020-07-25,2020-07-24,,Groceries - Supermarket,140.84,0.00,695785.63
1406,2020-07-24,2020-07-24,,ATM Withdrawal,249.49,0.00,695536.14
1407,2020-07-24,2020-07-24,,Transfer Received,0.00,920.71,696456.85
1408,2020-07-24,2020-07-24,,Transfer Received,0.00,1991.06,698447.91
1409,2020-07-24,2020-07-24,,Transfer Received,0.00,2340.61,700788.52
1410,2020-07-25,2020-07-25,,ATM Withdrawal,106.73,0.00,700681.79
1411,2020-07-24,2020-07-25,,Transfer Received,0.00,1694.48,702376.27
1412,2020-07-25,2020-07-25,,Interest Credited,0.00,12.98,702389.25
1413,2020-07-24,2020-07-25,,Dividend Received,0.00,280.80,702670.05
1414,2020-07-26,2020-07-26,,Loan EMI,892.12,0.00,701777.93
1415,2020-07-26,2020-07-26,,Takeout,16.98,0.00,701760.95
1416,2020-07-26,2020-07-26,,Loan EMI,1931.55,0.00,699829.40
1417,2020-07-27,2020-07-26,,Investment - Mutual Funds,1009.06,0.00,698820.34
1418,2020-07-26,2020-07-26,,Groceries - Supermarket,105.38,0.00,698714.96
1419,2020-07-26,2020-07-26,,Online Transfer,1169.69,0.00,697545.27
1420,2020-07-27,2020-07-27,,Investment - Stocks,3921.86,0.00,693623.41
1421,2020-07-27,2020-07-27,,Credit Card Payment,539.36,0.00,693084.05
1422,2020-07-27,2020-07-27,,Takeout,12.69,0.00,693071.36
1423,2020-07-28,2020-07-27,,Salary Credit,0.00,4632.28,697703.64
1424,2020-07-27,2020-07-28,,Transfer Received,0.00,2993.42,700697.06
1425,2020-07-28,2020-07-28,,Takeout,32.26,0.00,700664.80
1426,2020-07-28,2020-07-28,,Transfer Received,0.00,1271.71,701936.51
1427,2020-07-28,2020-07-28,,Dividend Received,0.00,134.62,702071.13
1428,2020-07-27,2020-07-28,,Rental Income,0.00,2126.81,704197.94
1429,2020-07-28,2020-07-28,,ATM Withdrawal,236.35,0.00,703961.59
1430,2020-07-27,2020-07-28,,Online Transfer,330.20,0.00,703631.39
1431,2020-07-28,2020-07-28,,ATM Withdrawal,313.52,0.00,703317.87
1432,2020-07-29,2020-07-28,100035,Cheque Issued,1100.83,0.00,702217.04
1433,2020-07-28,2020-07-28,,Salary Credit,0.00,2769.92,704986.96
1434,2020-07-29,2020-07-29,,ATM Withdrawal,317.04,0.00,704669.92
1435,2020-07-29,2020-07-29,,Credit Card Payment,553.50,0.00,704116.42
1436,2020-07-29,2020-07-29,,Groceries - Supermarket,144.84,0.00,703971.58
1437,2020-07-29,2020-07-29,,Transfer Received,0.00,1668.12,705639.70
1438,2020-07-30,2020-07-30,,Loan EMI,933.90,0.00,704705.80
1439,2020-07-30,2020-07-30,,Credit Card Payment,764.60,0.00,703941.20
1440,2020-07-30,2020-07-30,,Utility Payment,135.37,0.00,703805.83
1441,2020-07-30,2020-07-30,,Utility Payment,273.49,0.00,703532.34
1442,2020-07-30,2020-07-30,,ATM Withdrawal,269.05,0.00,703263.29
1443,2020-07-30,2020-07-30,,Rental Income,0.00,1624.78,704888.07
1444,2020-07-29,2020-07-30,,Loan EMI,747.86,0.00,704140.21
1445,2020-07-29,2020-07-30,,Transfer Received,0.00,1011.65,705151.86
1446,2020-07-30,2020-07-30,,Takeout,38.03,0.00,705113.83
1447,2020-07-30,2020-07-30,,Dining Out,34.92,0.00,705078.91
1448,2020-07-31,2020-07-31,,Groceries - Online Delivery,113.54,0.00,704965.37
1449,2020-07-31,2020-07-31,,ATM Withdrawal,190.55,0.00,704774.82
1450,2020-07-30,2020-07-31,,ATM Withdrawal,360.50,0.00,704414.32
1451,2020-08-01,2020-07-31,,Transfer Received,0.00,2032.79,706447.11
1452,2020-07-31,2020-07-31,,Groceries - Supermarket,38.78,0.00,706408.33
1453,2020-07-30,2020-07-31,,Dividend Received,0.00,108.54,706516.87
1454,2020-07-31,2020-07-31,,Interest Credited,0.00,75.51,706592.38
1455,2020-07-31,2020-07-31,,Transfer Received,0.00,592.25,707184.63
1456,2020-07-30,2020-07-31,,Salary Credit,0.00,4779.50,711964.13
1457,2020-07-30,2020-07-31,,Transfer Received,0.00,2709.05,714673.18
1458,2020-08-01,2020-08-01,,Online Transfer,515.48,0.00,714157.70
1459,2020-08-01,2020-08-01,,Credit Card Payment,686.21,0.00,713471.49
1460,2020-08-01,2020-08-01,,Salary Credit,0.00,3208.20,716679.69
1461,2020-08-01,2020-08-01,,ATM Withdrawal,168.88,0.00,716510.81
1462,2020-08-02,2020-08-02,,Utility Payment,61.28,0.00,716449.53
1463,2020-08-03,2020-08-02,,Salary Credit,0.00,3317.29,719766.82
1464,2020-08-02,2020-08-02,,ATM Withdrawal,102.58,0.00,719664.24
1465,2020-08-02,2020-08-02,,ATM Withdrawal,151.35,0.00,719512.89
1466,2020-08-02,2020-08-02,,Groceries - Supermarket,182.79,0.00,719330.10
1467,2020-08-01,2020-08-02,,ATM Withdrawal,246.51,0.00,719083.59
1468,2020-08-02,2020-08-02,,Transfer Received,0.00,2078.66,721162.25
1469,2020-08-03,2020-08-02,,ATM Withdrawal,102.10,0.00,721060.15
1470,2020-08-02,2020-08-02,,Investment - Mutual Funds,907.59,0.00,720152.56
1471,2020-08-02,2020-08-02,,Coffee Shop,14.03,0.00,720138.53
1472,2020-08-04,2020-08-03,,Salary Credit,0.00,2229.15,722367.68
1473,2020-08-03,2020-08-03,,Investment - Mutual Funds,1669.86,0.00,720697.82
1474,2020-08-03,2020-08-03,,Groceries - Supermarket,131.94,0.00,720565.88
1475,2020-08-04,2020-08-03,,Online Transfer,735.03,0.00,719830.85
1476,2020-08-03,2020-08-03,,Salary Credit,0.00,4957.71,724788.56
1477,2020-08-03,2020-08-03,,Investment Returns,0.00,735.93,725524.49
1478,2020-08-02,2020-08-03,,Investment - SIP,575.29,0.00,724949.20
1479,2020-08-04,2020-08-04,,Groceries - Supermarket,131.51,0.00,724817.69
1480,2020-08-04,2020-08-04,,Loan EMI,1773.41,0.00,723044.28
1481,2020-08-03,2020-08-04,,Cash Deposit,0.00,845.17,723889.45
1482,2020-08-04,2020-08-04,,ATM Withdrawal,488.24,0.00,723401.21
1483,2020-08-05,2020-08-05,,Rental Income,0.00,2938.94,726340.15
